1|TRUCK|1|TRUCK
1|REG AIR|1|REG AIR
1|AIR|1|AIR
1|FOB|1|FOB
1|MAIL|1|MAIL
2|RAIL|2|RAIL
3|AIR|3|AIR
3|SHIP|3|SHIP
3|TRUCK|3|TRUCK
3|FOB|3|FOB
3|RAIL|3|RAIL
4|REG AIR|4|REG AIR
5|FOB|5|FOB
5|AIR|5|AIR
6|TRUCK|6|TRUCK
7|SHIP|7|SHIP
7|MAIL|7|MAIL
7|TRUCK|7|TRUCK
7|FOB|7|FOB
32|TRUCK|32|TRUCK
32|REG AIR|32|REG AIR
32|AIR|32|AIR
32|RAIL|32|RAIL
33|TRUCK|33|TRUCK
33|AIR|33|AIR
33|MAIL|33|MAIL
34|REG AIR|34|REG AIR
34|FOB|34|FOB
35|FOB|35|FOB
35|SHIP|35|SHIP
35|MAIL|35|MAIL
35|RAIL|35|RAIL
36|SHIP|36|SHIP
37|REG AIR|37|REG AIR
37|RAIL|37|RAIL
37|TRUCK|37|TRUCK
38|MAIL|38|MAIL
39|RAIL|39|RAIL
39|FOB|39|FOB
39|MAIL|39|MAIL
39|AIR|39|AIR
64|REG AIR|64|REG AIR
65|TRUCK|65|TRUCK
65|FOB|65|FOB
65|RAIL|65|RAIL
66|RAIL|66|RAIL
66|AIR|66|AIR
67|SHIP|67|SHIP
67|TRUCK|67|TRUCK
67|RAIL|67|RAIL
67|REG AIR|67|REG AIR
67|FOB|67|FOB
68|MAIL|68|MAIL
68|REG AIR|68|REG AIR
68|RAIL|68|RAIL
68|SHIP|68|SHIP
69|TRUCK|69|TRUCK
69|AIR|69|AIR
69|MAIL|69|MAIL
69|REG AIR|69|REG AIR
69|SHIP|69|SHIP
70|FOB|70|FOB
70|AIR|70|AIR
70|RAIL|70|RAIL
70|MAIL|70|MAIL
70|SHIP|70|SHIP
71|SHIP|71|SHIP
71|FOB|71|FOB
71|RAIL|71|RAIL
71|TRUCK|71|TRUCK
96|TRUCK|96|TRUCK
97|TRUCK|97|TRUCK
97|SHIP|97|SHIP
97|RAIL|97|RAIL
98|REG AIR|98|REG AIR
98|TRUCK|98|TRUCK
98|AIR|98|AIR
98|RAIL|98|RAIL
99|RAIL|99|RAIL
99|AIR|99|AIR
100|SHIP|100|SHIP
100|MAIL|100|MAIL
100|TRUCK|100|TRUCK
101|REG AIR|101|REG AIR
101|AIR|101|AIR
101|MAIL|101|MAIL
102|RAIL|102|RAIL
102|SHIP|102|SHIP
103|MAIL|103|MAIL
103|FOB|103|FOB
103|RAIL|103|RAIL
128|FOB|128|FOB
129|TRUCK|129|TRUCK
129|REG AIR|129|REG AIR
129|MAIL|129|MAIL
129|SHIP|129|SHIP
129|FOB|129|FOB
130|AIR|130|AIR
130|MAIL|130|MAIL
130|FOB|130|FOB
130|RAIL|130|RAIL
131|FOB|131|FOB
131|SHIP|131|SHIP
131|REG AIR|131|REG AIR
132|TRUCK|132|TRUCK
132|AIR|132|AIR
133|MAIL|133|MAIL
133|RAIL|133|RAIL
133|REG AIR|133|REG AIR
134|SHIP|134|SHIP
134|MAIL|134|MAIL
134|RAIL|134|RAIL
134|REG AIR|134|REG AIR
134|TRUCK|134|TRUCK
134|FOB|134|FOB
135|RAIL|135|RAIL
135|SHIP|135|SHIP
135|TRUCK|135|TRUCK
135|MAIL|135|MAIL
135|FOB|135|FOB
160|MAIL|160|MAIL
160|RAIL|160|RAIL
160|FOB|160|FOB
161|TRUCK|161|TRUCK
162|FOB|162|FOB
163|REG AIR|163|REG AIR
163|TRUCK|163|TRUCK
163|FOB|163|FOB
164|RAIL|164|RAIL
164|AIR|164|AIR
164|REG AIR|164|REG AIR
165|TRUCK|165|TRUCK
165|SHIP|165|SHIP
165|REG AIR|165|REG AIR
165|MAIL|165|MAIL
166|MAIL|166|MAIL
166|SHIP|166|SHIP
166|FOB|166|FOB
166|RAIL|166|RAIL
167|TRUCK|167|TRUCK
167|FOB|167|FOB
192|AIR|192|AIR
192|REG AIR|192|REG AIR
192|SHIP|192|SHIP
192|TRUCK|192|TRUCK
192|MAIL|192|MAIL
193|SHIP|193|SHIP
193|TRUCK|193|TRUCK
194|AIR|194|AIR
194|RAIL|194|RAIL
194|FOB|194|FOB
194|TRUCK|194|TRUCK
194|REG AIR|194|REG AIR
195|REG AIR|195|REG AIR
195|TRUCK|195|TRUCK
195|RAIL|195|RAIL
196|SHIP|196|SHIP
197|AIR|197|AIR
197|SHIP|197|SHIP
197|REG AIR|197|REG AIR
197|FOB|197|FOB
197|RAIL|197|RAIL
198|TRUCK|198|TRUCK
198|FOB|198|FOB
198|MAIL|198|MAIL
198|RAIL|198|RAIL
198|SHIP|198|SHIP
199|MAIL|199|MAIL
199|TRUCK|199|TRUCK
224|TRUCK|224|TRUCK
224|SHIP|224|SHIP
224|MAIL|224|MAIL
224|AIR|224|AIR
224|FOB|224|FOB
225|SHIP|225|SHIP
225|FOB|225|FOB
225|MAIL|225|MAIL
225|REG AIR|225|REG AIR
226|TRUCK|226|TRUCK
226|FOB|226|FOB
226|RAIL|226|RAIL
226|AIR|226|AIR
226|SHIP|226|SHIP
226|REG AIR|226|REG AIR
226|MAIL|226|MAIL
227|RAIL|227|RAIL
227|SHIP|227|SHIP
228|SHIP|228|SHIP
9|SHIP|229|SHIP
-1|REG|229|REG
11|FOB|229|FOB
230|SHIP|230|SHIP
230|REG AIR|230|REG AIR
230|RAIL|230|RAIL
230|MAIL|230|MAIL
230|TRUCK|230|TRUCK
230|FOB|230|FOB
231|AIR|231|AIR
231|RAIL|231|RAIL
231|SHIP|231|SHIP
256|FOB|256|FOB
256|SHIP|256|SHIP
257|FOB|257|FOB
258|FOB|258|FOB
258|REG AIR|258|REG AIR
258|TRUCK|258|TRUCK
258|AIR|258|AIR
259|FOB|259|FOB
259|SHIP|259|SHIP
259|TRUCK|259|TRUCK
260|REG AIR|260|REG AIR
260|TRUCK|260|TRUCK
260|RAIL|260|RAIL
260|MAIL|260|MAIL
261|REG AIR|261|REG AIR
261|RAIL|261|RAIL
261|SHIP|261|SHIP
261|AIR|261|AIR
262|RAIL|262|RAIL
262|AIR|262|AIR
262|MAIL|262|MAIL
263|FOB|263|FOB
263|TRUCK|263|TRUCK
288|AIR|288|AIR
288|TRUCK|288|TRUCK
288|MAIL|288|MAIL
288|RAIL|288|RAIL
289|FOB|289|FOB
289|SHIP|289|SHIP
289|MAIL|289|MAIL
289|RAIL|289|RAIL
289|REG AIR|289|REG AIR
290|TRUCK|290|TRUCK
290|MAIL|290|MAIL
290|AIR|290|AIR
291|TRUCK|291|TRUCK
291|REG AIR|291|REG AIR
291|FOB|291|FOB
292|RAIL|292|RAIL
292|TRUCK|292|TRUCK
293|SHIP|293|SHIP
293|MAIL|293|MAIL
293|RAIL|293|RAIL
294|AIR|294|AIR
295|AIR|295|AIR
295|TRUCK|295|TRUCK
295|MAIL|295|MAIL
320|RAIL|320|RAIL
320|AIR|320|AIR
321|REG AIR|321|REG AIR
322|MAIL|322|MAIL
322|RAIL|322|RAIL
322|AIR|322|AIR
322|REG AIR|322|REG AIR
323|REG AIR|323|REG AIR
323|TRUCK|323|TRUCK
324|RAIL|324|RAIL
325|MAIL|325|MAIL
325|REG AIR|325|REG AIR
326|RAIL|326|RAIL
326|AIR|326|AIR
326|TRUCK|326|TRUCK
326|REG AIR|326|REG AIR
327|TRUCK|327|TRUCK
327|AIR|327|AIR
352|FOB|352|FOB
353|AIR|353|AIR
353|FOB|353|FOB
353|RAIL|353|RAIL
353|MAIL|353|MAIL
354|SHIP|354|SHIP
354|TRUCK|354|TRUCK
354|RAIL|354|RAIL
354|AIR|354|AIR
354|MAIL|354|MAIL
355|FOB|355|FOB
355|TRUCK|355|TRUCK
356|REG AIR|356|REG AIR
356|TRUCK|356|TRUCK
356|SHIP|356|SHIP
356|FOB|356|FOB
357|FOB|357|FOB
357|AIR|357|AIR
357|MAIL|357|MAIL
358|TRUCK|358|TRUCK
358|MAIL|358|MAIL
358|SHIP|358|SHIP
358|RAIL|358|RAIL
358|REG AIR|358|REG AIR
359|AIR|359|AIR
359|SHIP|359|SHIP
359|RAIL|359|RAIL
359|FOB|359|FOB
359|REG AIR|359|REG AIR
384|AIR|384|AIR
384|MAIL|384|MAIL
384|TRUCK|384|TRUCK
385|REG AIR|385|REG AIR
386|SHIP|386|SHIP
386|MAIL|386|MAIL
387|SHIP|387|SHIP
387|RAIL|387|RAIL
387|REG AIR|387|REG AIR
387|TRUCK|387|TRUCK
388|FOB|388|FOB
388|REG AIR|388|REG AIR
389|RAIL|389|RAIL
390|SHIP|390|SHIP
390|AIR|390|AIR
391|TRUCK|391|TRUCK
416|TRUCK|416|TRUCK
416|RAIL|416|RAIL
416|AIR|416|AIR
417|FOB|417|FOB
417|RAIL|417|RAIL
417|SHIP|417|SHIP
418|FOB|418|FOB
418|AIR|418|AIR
419|TRUCK|419|TRUCK
419|SHIP|419|SHIP
419|FOB|419|FOB
419|REG AIR|419|REG AIR
420|AIR|420|AIR
420|SHIP|420|SHIP
420|FOB|420|FOB
420|REG AIR|420|REG AIR
421|TRUCK|421|TRUCK
422|SHIP|422|SHIP
422|AIR|422|AIR
422|RAIL|422|RAIL
422|FOB|422|FOB
423|SHIP|423|SHIP
448|MAIL|448|MAIL
448|REG AIR|448|REG AIR
448|TRUCK|448|TRUCK
448|SHIP|448|SHIP
449|SHIP|449|SHIP
449|RAIL|449|RAIL
449|FOB|449|FOB
450|TRUCK|450|TRUCK
450|SHIP|450|SHIP
450|RAIL|450|RAIL
450|AIR|450|AIR
450|REG AIR|450|REG AIR
451|TRUCK|451|TRUCK
451|AIR|451|AIR
451|SHIP|451|SHIP
452|FOB|452|FOB
453|SHIP|453|SHIP
453|AIR|453|AIR
453|REG AIR|453|REG AIR
453|MAIL|453|MAIL
454|TRUCK|454|TRUCK
455|REG AIR|455|REG AIR
455|TRUCK|455|TRUCK
455|SHIP|455|SHIP
455|MAIL|455|MAIL
480|MAIL|480|MAIL
481|MAIL|481|MAIL
481|RAIL|481|RAIL
481|FOB|481|FOB
481|AIR|481|AIR
482|SHIP|482|SHIP
482|AIR|482|AIR
